model,row,quantizer,seed,site,layer,group,group_class,observations,mean_range,scope
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,17,anchor,131072,1.151362562888977,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,18,anchor,131072,1.130224656295809,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,19,anchor,131072,1.1372403643793376,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,20,anchor,131072,1.1118903650622372,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,21,anchor,131072,1.1783751570443712,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,22,anchor,131072,1.1603375256086963,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,23,anchor,131072,1.1869843894145617,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,24,anchor,131072,1.1341236524822875,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,25,anchor,131072,1.1830580028180862,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,26,anchor,131072,1.1952864329298336,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,27,anchor,131072,1.1379095485629307,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,28,anchor,131072,1.2016312213276592,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,29,anchor,131072,1.1127353092202554,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,30,anchor,131072,1.1898523548188962,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,31,anchor,131072,1.1941593842010718,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,32,anchor,131072,1.1443158466787509,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,33,anchor,131072,1.1582365303880806,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,34,anchor,131072,1.1608865226101273,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,35,anchor,131072,1.2321900403284758,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,36,anchor,131072,1.1181259343595116,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,37,anchor,131072,1.173665234245334,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,38,anchor,131072,1.207177099389071,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,39,anchor,131072,1.1745229115971085,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,40,anchor,131072,1.121374723302523,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,41,anchor,131072,1.1117848314603407,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,42,anchor,131072,1.1284440844308676,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,43,anchor,131072,1.2017957560747448,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,44,anchor,131072,1.1654502386142838,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,45,anchor,131072,1.147765849627575,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,46,anchor,131072,1.170769922020071,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,47,anchor,131072,1.1469057671214955,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,48,anchor,131072,1.1334295058109376,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,49,anchor,131072,1.2012039042576816,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,50,anchor,131072,1.1416948990885203,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,51,anchor,131072,1.18319687204135,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,52,anchor,131072,1.1391045892951013,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,53,anchor,131072,1.0962020100454026,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,54,anchor,131072,1.3192568019024122,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,55,anchor,131072,1.1377682952849568,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,56,anchor,131072,1.178812481367288,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,57,anchor,131072,1.1755181232400673,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,58,anchor,131072,1.1365340849180257,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,59,anchor,131072,1.1491516463857465,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,60,anchor,131072,1.15870427741433,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,61,anchor,131072,1.1861574778779698,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,62,anchor,131072,1.1760806140836166,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,63,anchor,131072,1.1440216402448016,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,64,anchor,131072,1.176767986750093,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,65,anchor,131072,1.094087854585439,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,66,anchor,131072,1.1321186786908584,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,67,anchor,131072,1.1095056047556966,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,68,anchor,131072,1.1477792414430326,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,69,anchor,131072,1.1243472881405978,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,70,anchor,131072,1.1432852993177391,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,71,anchor,131072,1.1308274604407984,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,72,anchor,131072,1.1268858454874362,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,73,anchor,131072,1.153362396372927,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,74,anchor,131072,1.146364064414172,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,24,75,anchor,131072,1.1287932383588668,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,0,anchor,131072,1.153646710551044,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,1,anchor,131072,1.2059406775162245,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,2,anchor,131072,1.1707392017385985,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,3,anchor,131072,1.230668082902298,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,4,anchor,131072,1.186164421470096,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,5,anchor,131072,1.1810327642334357,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,6,anchor,131072,1.1886304746388419,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,7,anchor,131072,1.199312284405778,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,8,anchor,131072,1.2668677165362112,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,9,anchor,131072,1.2081422540206859,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,10,anchor,131072,1.2150303250909076,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,11,anchor,131072,1.1984468965656276,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,12,anchor,131072,1.296676514222355,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,13,anchor,131072,1.1854749294415967,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,14,anchor,131072,1.233080896559244,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,15,anchor,131072,1.2570271263444397,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,16,anchor,131072,1.169291950829006,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,17,anchor,131072,1.2356356438381226,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,18,anchor,131072,1.2800964527796168,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,19,anchor,131072,1.1783182631918407,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,20,anchor,131072,1.2545690241324507,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,21,anchor,131072,1.158146285791048,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,22,anchor,131072,1.2539030551999417,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,23,anchor,131072,1.2046163999977466,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,24,anchor,131072,1.25880991231287,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,25,anchor,131072,1.2461103086798744,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,26,anchor,131072,1.1939216402128068,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,27,anchor,131072,1.2651627070504787,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,28,anchor,131072,1.2426512562364849,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,29,anchor,131072,1.2212993467384763,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,30,anchor,131072,1.189728724397014,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,31,anchor,131072,1.1810002362857404,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,32,anchor,131072,1.2141969254870446,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,33,anchor,131072,1.1594940715946507,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,34,anchor,131072,1.233087184663333,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,35,anchor,131072,1.2905388922684722,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,36,anchor,131072,1.2174059013819942,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,37,anchor,131072,1.2411055151388268,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,38,anchor,131072,1.3105048632184264,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,39,anchor,131072,1.1722656003489647,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,40,anchor,131072,1.271274841695373,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,41,anchor,131072,1.1919256788408745,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,42,anchor,131072,1.2407091870749696,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,43,anchor,131072,1.2370832950782074,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,44,anchor,131072,1.2615154141520861,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,45,anchor,131072,1.1472875690783155,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,46,anchor,131072,1.2209215029787401,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,47,anchor,131072,1.3118249577857455,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,48,anchor,131072,1.1726534010261673,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,49,anchor,131072,1.2085202924562566,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,50,anchor,131072,1.2604425085033881,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,51,anchor,131072,1.2159727525573203,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,52,anchor,131072,1.2333664367223491,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,53,anchor,131072,1.321317818605138,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,54,anchor,131072,1.1977200291610473,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,55,anchor,131072,1.237458265059587,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,56,anchor,131072,1.2472724257639811,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,57,anchor,131072,1.143577475583129,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,58,anchor,131072,1.319803286895592,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,59,anchor,131072,1.2365512803523018,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,60,anchor,131072,1.2289899140545515,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,61,anchor,131072,1.231396318763558,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,62,anchor,131072,1.1926293987414454,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,63,anchor,131072,1.265580159392897,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,64,anchor,131072,1.1131803854513578,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,65,anchor,131072,1.248792439888291,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,66,anchor,131072,1.2038410218614501,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,67,anchor,131072,1.241462617673477,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,68,anchor,131072,1.2356837268624759,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,69,anchor,131072,1.2714290657226854,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,70,anchor,131072,1.2539841467390147,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,71,anchor,131072,1.2616227541228113,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,72,anchor,131072,1.2564208395164655,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,73,anchor,131072,1.2553170235829327,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,74,anchor,131072,1.2082436836018928,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,25,75,anchor,131072,1.1748618093188838,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,0,anchor,131072,1.2411264586621087,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,1,anchor,131072,1.235164969301053,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,2,anchor,131072,1.19153946935009,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,3,anchor,131072,1.261861003178808,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,4,anchor,131072,1.2583160306895422,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,5,anchor,131072,1.2842393679202928,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,6,anchor,131072,1.2910945950942505,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,7,anchor,131072,1.2782143739771357,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,8,anchor,131072,1.2326739080829725,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,9,anchor,131072,1.2682887139800982,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,10,anchor,131072,1.2834467748388647,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,11,anchor,131072,1.3195008595787385,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,12,anchor,131072,1.2842873992225634,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,13,anchor,131072,1.2396682582769927,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,14,anchor,131072,1.2348521683907734,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,15,anchor,131072,1.2482746295854952,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,16,anchor,131072,1.2171892083804607,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,17,anchor,131072,1.2594128946759042,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,18,anchor,131072,1.2656474033772156,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,19,anchor,131072,1.2839043224228135,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,20,anchor,131072,1.3041286121514588,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,21,anchor,131072,1.3419110488714807,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,22,anchor,131072,1.2650436892266441,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,23,anchor,131072,1.3349298816263229,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,24,anchor,131072,1.2881551185218711,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,25,anchor,131072,1.362111159024721,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,26,anchor,131072,1.2588630158578837,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,27,anchor,131072,1.3532760405981605,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,28,anchor,131072,1.3009517221725275,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,29,anchor,131072,1.3260155469021129,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,30,anchor,131072,1.3436425196011328,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,31,anchor,131072,1.305280216771905,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,32,anchor,131072,1.318567031154032,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,33,anchor,131072,1.266434440916072,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,34,anchor,131072,1.2913983345287932,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,35,anchor,131072,1.3469028025128864,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,36,anchor,131072,1.278139255260399,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,37,anchor,131072,1.2373963565032113,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,38,anchor,131072,1.2479357589222673,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,39,anchor,131072,1.311805898130359,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,40,anchor,131072,1.2482517621784268,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,41,anchor,131072,1.28821591255263,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,42,anchor,131072,1.2709554683257238,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,43,anchor,131072,1.2826157113372005,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,44,anchor,131072,1.3257092421723087,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,45,anchor,131072,1.3320413270317033,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,46,anchor,131072,1.3229322156350065,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,47,anchor,131072,1.284391573303111,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,48,anchor,131072,1.250228507811812,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,49,anchor,131072,1.3572494742874426,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,50,anchor,131072,1.3191256302719694,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,51,anchor,131072,1.2946905128804929,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,52,anchor,131072,1.3495860133553776,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,53,anchor,131072,1.3210680388177138,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,54,anchor,131072,1.2781831297575366,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,55,anchor,131072,1.2820615564981779,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,56,anchor,131072,1.333896641058118,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,57,anchor,131072,1.2828000329220686,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,58,anchor,131072,1.226735964810473,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,59,anchor,131072,1.3340542927695367,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,60,anchor,131072,1.2711538705356702,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,61,anchor,131072,1.2485220842465594,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,62,anchor,131072,1.2808142853565414,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,63,anchor,131072,1.3343395200973873,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,64,anchor,131072,1.3403557052656083,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,65,anchor,131072,1.334910372763801,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,66,anchor,131072,1.2491317554303976,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,67,anchor,131072,1.2834571226379978,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,68,anchor,131072,1.3305246835633682,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,69,anchor,131072,1.2937147274252254,common_unquantized_bf16_forward
qwen3_4b_base,Q1,asym_and_sym_same_prequant_input,0,down,26,70,anchor,131072,1.3047673259142982,common_unquantized_bf16_forward
